Scan Parameters 
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,4200.0 um
Duration,140 sec
Resolution,0.100 um/sample
Force,6.00 mg
Measurement Range,524 um
Profile,Hills
Display Range,Auto
R. Cursor,Pos: 0.0 um Width: 0.0 um
M. Cursor,Pos: 4200.0 um Width: 0.0 um
Title,Etch process DOE
 
Analytical Results 
Function,R.Cur Pos,R.Cur Width,M.Cur Pos,M.Cur Width,Result
3455.2,0.78461,0.98172,,
3455.3,0.78667,0.98514,,
3455.4,0.78920,0.98863,,
3455.5,0.79308,0.99329,,
3455.6,0.79933,0.99964,,
3455.7,0.80836,1.00751,,
3455.8,0.81817,1.01602,,
3455.9,0.82700,1.02357,,
3456.0,0.83398,1.02838,,
3456.1,0.83545,1.03005,,
3456.2,0.82987,1.02379,,
3456.3,0.81822,1.01376,,
3456.4,0.80280,0.99991,,
3456.5,0.78509,0.98375,,
3456.6,0.76739,0.96703,,
3456.7,0.75025,0.95118,,
3456.8,0.73527,0.93721,,
3456.9,0.72444,0.92522,,
3457.0,0.71593,0.91423,,
3457.1,0.70592,0.90244,,
3457.2,0.69248,0.88795,,
3457.3,0.67417,0.86949,,
3457.4,0.65056,0.84711,,
3457.5,0.62312,0.82178,,
3457.6,0.59489,0.79542,,
3457.7,0.56755,0.76994,,
3457.8,0.54393,0.74692,,
3457.9,0.52462,0.72685,,
3458.0,0.50829,0.70909,,
3458.1,0.49338,0.69182,,
3458.2,0.47695,0.67317,,
3458.3,0.45491,0.65122,,
3458.4,0.42875,0.62552,,
3458.5,0.39827,0.59598,,
3458.6,0.36496,0.56349,,
3458.7,0.32985,0.52875,,
3458.8,0.29295,0.49272,,
3458.9,0.25504,0.45634,,
3459.0,0.21862,0.42037,,
3459.1,0.18424,0.38540,,
3459.2,0.15008,0.35112,,
3459.3,0.11712,0.31699,,
3459.4,0.08317,0.28195,,
3459.5,0.04646,0.24536,,
3459.6,0.00756,0.20702,,
3459.7,-0.03307,0.16770,,
3459.8,-0.07439,0.12854,,
3459.9,-0.11251,0.09114,,
3460.0,-0.14753,0.05677,,
3460.1,-0.17909,0.02690,,
3460.2,-0.20460,0.00274,,
3460.3,-0.22243,-0.01467,,
3460.4,-0.23227,-0.02517,,
3460.5,-0.23453,-0.03066,,
3460.6,-0.23260,-0.03005,,
3460.7,-0.22926,-0.02903,,
3460.8,-0.22744,-0.02821,,
3460.9,-0.22989,-0.03210,,
3461.0,-0.23715,-0.03901,,
3461.1,-0.24848,-0.04966,,
3461.2,-0.26386,-0.06302,,
3461.3,-0.28036,-0.07745,,
3461.4,-0.29500,-0.09136,,
3461.5,-0.30763,-0.10348,,
3461.6,-0.31766,-0.11348,,
3461.7,-0.32431,-0.12167,,
3461.8,-0.33068,-0.12899,,
3461.9,-0.33781,-0.13657,,
3462.0,-0.34554,-0.14521,,
3462.1,-0.35638,-0.15550,,
3462.2,-0.36881,-0.16728,,
3462.3,-0.38190,-0.18049,,
3462.4,-0.39644,-0.19476,,
3462.5,-0.41206,-0.20972,,
3462.6,-0.42786,-0.22501,,
3462.7,-0.44331,-0.23996,,
3462.8,-0.45818,-0.25447,,
3462.9,-0.47105,-0.26817,,
3463.0,-0.48460,-0.28172,,
3463.1,-0.49760,-0.29534,,
3463.2,-0.51138,-0.30994,,
3463.3,-0.52728,-0.32570,,
3463.4,-0.54520,-0.34286,,
3463.5,-0.56362,-0.36134,,
3463.6,-0.58301,-0.38089,,
3463.7,-0.60421,-0.40141,,
3463.8,-0.62556,-0.42267,,
3463.9,-0.64749,-0.44460,,
3464.0,-0.67017,-0.46667,,
3464.1,-0.69300,-0.48848,,
3464.2,-0.71431,-0.50907,,
3464.3,-0.73398,-0.52779,,
3464.4,-0.75008,-0.54387,,
3464.5,-0.76316,-0.55687,,
3464.6,-0.77373,-0.56677,,
3464.7,-0.77959,-0.57358,,
3464.8,-0.78321,-0.57750,,
3464.9,-0.78541,-0.57924,,
3465.0,-0.78344,-0.57464,,
3465.1,-0.77611,-0.56546,,
3465.2,-0.76055,-0.54911,,
3465.3,-0.73578,-0.52508,,
3465.4,-0.70329,-0.49397,,
3465.5,-0.66439,-0.45736,,
3465.6,-0.62227,-0.41750,,
3465.7,-0.58015,-0.37637,,
3465.8,-0.53911,-0.33568,,
3465.9,-0.49900,-0.29653,,
3466.0,-0.46165,-0.25940,,
3466.1,-0.42783,-0.22452,,
3466.2,-0.39508,-0.19139,,
3466.3,-0.36397,-0.15932,,
3466.4,-0.33338,-0.12717,,
3466.5,-0.30067,-0.09393,,
3466.6,-0.26593,-0.05899,,
3466.7,-0.22866,-0.02239,,
3466.8,-0.18946,0.01508,,
3466.9,-0.15141,0.05238,,
3467.0,-0.11543,0.08852,,
3467.1,-0.08054,0.12252,,
3467.2,-0.04812,0.15377,,
3467.3,-0.02071,0.18182,,
3467.4,0.00332,0.20732,,
3467.5,0.02510,0.23145,,
3467.6,0.04803,0.25604,,
3467.7,0.07450,0.28261,,
3467.8,0.10357,0.31191,,
3467.9,0.13587,0.34374,,
3468.0,0.17151,0.37724,,
3468.1,0.20633,0.41095,,
3468.2,0.23950,0.44354,,
3468.3,0.27068,0.47347,,
3468.4,0.29785,0.49991,,
3468.5,0.31958,0.52266,,
3468.6,0.33743,0.54208,,
3468.7,0.35387,0.55928,,
3468.8,0.36899,0.57545,,
3468.9,0.38426,0.59195,,
3469.0,0.40110,0.61006,,
3469.1,0.42084,0.63054,,
3469.2,0.44530,0.65355,,
3469.3,0.47180,0.67787,,
3469.4,0.49747,0.70144,,
3469.5,0.52014,0.72222,,
3469.6,0.53624,0.73888,,
3469.7,0.54696,0.75166,,
3469.8,0.55530,0.76184,,
3469.9,0.56305,0.77162,,
3470.0,0.57252,0.78297,,
3470.1,0.58681,0.79740,,
3470.2,0.60526,0.81526,,
3470.3,0.62721,0.83606,,
3470.4,0.65140,0.85823,,
3470.5,0.67502,0.88006,,
3470.6,0.69528,0.89966,,
3470.7,0.71224,0.91585,,
3470.8,0.72419,0.92824,,
3470.9,0.73124,0.93735,,
3471.0,0.73709,0.94433,,
3471.1,0.74250,0.95051,,
3471.2,0.74790,0.95699,,
3471.3,0.75550,0.96434,,
3471.4,0.76436,0.97269,,
3471.5,0.77321,0.98192,,
3471.6,0.78337,0.99149,,
3471.7,0.79411,1.00094,,
3471.8,0.80237,1.00962,,
3471.9,0.80999,1.01712,,
3472.0,0.81668,1.02307,,
3472.1,0.82036,1.02719,,
3472.2,0.82279,1.02973,,
3472.3,0.82301,1.02932,,
3472.4,0.82000,1.02737,,
3472.5,0.81610,1.02415,,
3472.6,0.81130,1.02054,,
3472.7,0.80698,1.01816,,
3472.8,0.80581,1.01753,,
3472.9,0.80969,1.02273,,
3473.0,0.81858,1.03145,,
3473.1,0.83278,1.04432,,
3473.2,0.85009,1.06009,,
3473.3,0.86844,1.07703,,
3473.4,0.88666,1.09333,,
3473.5,0.90147,1.10754,,
3473.6,0.91203,1.11946,,
3473.7,0.92017,1.12992,,
3473.8,0.92904,1.14100,,
3473.9,0.94090,1.15456,,
3474.0,0.95877,1.17207,,
3474.1,0.98116,1.19314,,
3474.2,1.00698,1.21667,,
3474.3,1.03273,1.24057,,
3474.4,1.05591,1.26312,,
3474.5,1.07600,1.28309,,
3474.6,1.09295,1.29997,,
3474.7,1.10631,1.31418,,
3474.8,1.11673,1.32644,,
3474.9,1.12743,1.33784,,
3475.0,1.13879,1.34947,,
3475.1,1.15031,1.36210,,
3475.2,1.16434,1.37609,,
3475.3,1.18065,1.39119,,
3475.4,1.19697,1.40699,,
3475.5,1.21275,1.42252,,
3475.6,1.22838,1.43722,,
3475.7,1.24144,1.45036,,
3475.8,1.25282,1.46170,,
3475.9,1.26243,1.47111,,
3476.0,1.26904,1.47855,,
3476.1,1.27484,1.48491,,
3476.2,1.27910,1.49075,,
3476.3,1.28482,1.49761,,
3476.4,1.29285,1.50581,,
3476.5,1.30414,1.51565,,
3476.6,1.31566,1.52605,,
3476.7,1.32644,1.53608,,
3476.8,1.33535,1.54484,,
3476.9,1.34192,1.55190,,
3477.0,1.34737,1.55730,,
3477.1,1.35114,1.56127,,
3477.2,1.35303,1.56404,,
3477.3,1.35505,1.56539,,
3477.4,1.35630,1.56540,,
3477.5,1.35304,1.56179,,
3477.6,1.34690,1.55593,,
3477.7,1.33697,1.54724,,
3477.8,1.32567,1.53708,,
3477.9,1.31376,1.52604,,
3478.0,1.30298,1.51517,,
3478.1,1.29222,1.50449,,
3478.2,1.28220,1.49363,,
3478.3,1.27194,1.48177,,
3478.4,1.25827,1.46788,,
3478.5,1.24175,1.45144,,
3478.6,1.22219,1.43224,,
3478.7,1.19972,1.41103,,
3478.8,1.17594,1.38869,,
3478.9,1.15313,1.36664,,
3479.0,1.13110,1.34564,,
3479.1,1.11235,1.32599,,
3479.2,1.09534,1.30691,,
3479.3,1.07648,1.28705,,
3479.4,1.05530,1.26507,,
3479.5,1.03040,1.24008,,
3479.6,1.00128,1.21226,,
3479.7,0.96996,1.18225,,
3479.8,0.93835,1.15108,,
3479.9,0.90617,1.11961,,
3480.0,0.87462,1.08834,,
3480.1,0.84432,1.05751,,
3480.2,0.81351,1.02710,,
3480.3,0.78328,0.99719,,
3480.4,0.75416,0.96779,,
3480.5,0.72505,0.93886,,
3480.6,0.69666,0.91001,,
3480.7,0.66867,0.88050,,
3480.8,0.63825,0.84940,,
3480.9,0.60470,0.81591,,
3481.0,0.56853,0.77987,,
3481.1,0.52890,0.74159,,
3481.2,0.48822,0.70186,,
3481.3,0.44788,0.66140,,
3481.4,0.40661,0.62089,,
3481.5,0.36578,0.58036,,
3481.6,0.32674,0.53960,,
3481.7,0.28550,0.49765,,
3481.8,0.24201,0.45385,,
3481.9,0.19579,0.40732,,
3482.0,0.14609,0.35789,,
3482.1,0.09342,0.30514,,
3482.2,0.03828,0.24896,,
3482.3,-0.02219,0.18944,,
3482.4,-0.08651,0.12751,,
3482.5,-0.15096,0.06528,,
3482.6,-0.21421,0.00555,,
3482.7,-0.27099,-0.04859,,
3482.8,-0.31765,-0.09457,,
3482.9,-0.35491,-0.13105,,
3483.0,-0.38055,-0.15777,,
3483.1,-0.39619,-0.17606,,
3483.2,-0.40603,-0.18789,,
3483.3,-0.41212,-0.19568,,
3483.4,-0.41645,-0.20099,,
3483.5,-0.42155,-0.20453,,
3483.6,-0.42410,-0.20680,,
3483.7,-0.42251,-0.20316,,
3483.8,-0.41621,-0.19625,,
3483.9,-0.40392,-0.18481,,
3484.0,-0.38671,-0.16983,,
3484.1,-0.36813,-0.15274,,
3484.2,-0.35019,-0.13512,,
3484.3,-0.33261,-0.11775,,
3484.4,-0.31652,-0.10070,,
3484.5,-0.30044,-0.08354,,
3484.6,-0.28227,-0.06550,,
3484.7,-0.26366,-0.04634,,
3484.8,-0.24290,-0.02568,,
3484.9,-0.22053,-0.00409,,
3485.0,-0.19762,0.01807,,
3485.1,-0.17545,0.04011,,
3485.2,-0.15399,0.06168,,
3485.3,-0.13317,0.08285,,
3485.4,-0.11291,0.10367,,
3485.5,-0.09181,0.12475,,
3485.6,-0.07115,0.14630,,
3485.7,-0.04895,0.16849,,
3485.8,-0.02492,0.19083,,
3485.9,-0.00233,0.21237,,
3486.0,0.01782,0.23246,,
3486.1,0.03518,0.25084,,
3486.2,0.05107,0.26849,,
3486.3,0.06764,0.28631,,
3486.4,0.08729,0.30543,,
3486.5,0.10781,0.32561,,
3486.6,0.12992,0.34630,,
3486.7,0.15126,0.36606,,
3486.8,0.16928,0.38421,,
3486.9,0.18420,0.40038,,
3487.0,0.19832,0.41527,,
3487.1,0.21162,0.42991,,
3487.2,0.22612,0.44531,,
3487.3,0.24348,0.46206,,
3487.4,0.26175,0.47996,,
3487.5,0.28113,0.49834,,
3487.6,0.30034,0.51608,,
3487.7,0.31671,0.53206,,
3487.8,0.33035,0.54601,,
3487.9,0.34085,0.55828,,
3488.0,0.35084,0.57027,,
3488.1,0.36310,0.58297,,
3488.2,0.37829,0.59686,,
3488.3,0.39393,0.61135,,
3488.4,0.40865,0.62519,,
3488.5,0.42176,0.63754,,
3488.6,0.43107,0.64806,,
3488.7,0.43893,0.65747,,
3488.8,0.44740,0.66667,,
3488.9,0.45686,0.67681,,
3489.0,0.46812,0.68857,,
3489.1,0.48212,0.70229,,
3489.2,0.49787,0.71803,,
3489.3,0.51537,0.73543,,
3489.4,0.53514,0.75442,,
3489.5,0.55468,0.77463,,
3489.6,0.57594,0.79631,,
3489.7,0.59921,0.81960,,
3489.8,0.62381,0.84459,,
3489.9,0.65129,0.87117,,
3490.0,0.67961,0.89866,,
3490.1,0.70764,0.92681,,
3490.2,0.73543,0.95514,,
3490.3,0.76436,0.98403,,
3490.4,0.79311,1.01384,,
3490.5,0.82361,1.04496,,
3490.6,0.85745,1.07747,,
3490.7,0.89126,1.11078,,
3490.8,0.92523,1.14440,,
3490.9,0.95879,1.17772,,
3491.0,0.99100,1.21098,,
3491.1,1.02344,1.24475,,
3491.2,1.05825,1.27998,,
3491.3,1.09509,1.31704,,
3491.4,1.13495,1.35591,,
3491.5,1.17618,1.39546,,
3491.6,1.21645,1.43448,,
3491.7,1.25395,1.47169,,
3491.8,1.28855,1.50645,,
3491.9,1.32039,1.53922,,
3492.0,1.34975,1.57064,,
3492.1,1.38090,1.60211,,
3492.2,1.41273,1.63430,,
3492.3,1.44588,1.66792,,
3492.4,1.48130,1.70284,,
3492.5,1.51797,1.73855,,
3492.6,1.55464,1.77396,,
3492.7,1.58995,1.80794,,
3492.8,1.62130,1.83957,,
3492.9,1.64955,1.86896,,
3493.0,1.67605,1.89642,,
3493.1,1.70232,1.92249,,
3493.2,1.72785,1.94734,,
3493.3,1.75111,1.97071,,
3493.4,1.77277,1.99322,,
3493.5,1.79263,2.01559,,
3493.6,1.81535,2.04021,,
3493.7,1.84187,2.06841,,
3493.8,1.87576,2.10153,,
3493.9,1.91508,2.13883,,
3494.0,1.95709,2.17896,,
3494.1,1.99947,2.22000,,
3494.2,2.04029,2.26086,,
3494.3,2.07928,2.30163,,
3494.4,2.11907,2.34356,,
3494.5,2.16233,2.38802,,
3494.6,2.21091,2.43623,,
3494.7,2.26344,2.48778,,
3494.8,2.31955,2.54201,,
3494.9,2.37549,2.59750,,
3495.0,2.43126,2.65359,,
3495.1,2.48751,2.71025,,
3495.2,2.54390,2.76795,,
3495.3,2.60288,2.82741,,
3495.4,2.66491,2.88892,,
3495.5,2.72872,2.95234,,
3495.6,2.79413,3.01727,,
3495.7,2.86030,3.08316,,
3495.8,2.92669,3.14985,,
3495.9,2.99370,3.21766,,
3496.0,3.06211,3.28754,,
3496.1,3.13360,3.36052,,
3496.2,3.21081,3.43749,,
3496.3,3.29276,3.51818,,
3496.4,3.37793,3.60176,,
3496.5,3.46397,3.68647,,
3496.6,3.54953,3.77094,,
3496.7,3.63263,3.85426,,
3496.8,3.71368,3.93633,,
3496.9,3.79438,4.01787,,
3497.0,3.87500,4.09972,,
3497.1,3.95768,4.18265,,
3497.2,4.04275,4.26666,,
3497.3,4.12823,4.35092,,
3497.4,4.21305,4.43418,,
3497.5,4.29469,4.51518,,
3497.6,4.37203,4.59363,,
3497.7,4.44675,4.67001,,
3497.8,4.52127,4.74548,,
3497.9,4.59623,4.82106,,
3498.0,4.67262,4.89707,,
3498.1,4.75018,4.97333,,
3498.2,4.82608,5.04905,,
3498.3,4.90088,5.12363,,
3498.4,4.97430,5.19674,,
3498.5,5.04498,5.26838,,
3498.6,5.11501,5.33891,,
3498.7,5.18492,5.40881,,
3498.8,5.25366,5.47859,,
3498.9,5.32341,5.54867,,
3499.0,5.39459,5.61878,,
3499.1,5.46535,5.68847,,
3499.2,5.53407,5.75686,,
3499.3,5.60069,5.82357,,
3499.4,5.66466,5.88830,,
3499.5,5.72787,5.95136,,
3499.6,5.78939,6.01281,,
3499.7,5.84884,6.07280,,
3499.8,5.90751,6.13153,,
3499.9,5.96481,6.18917,,
3500.0,6.02118,6.24680,,
3500.1,6.07759,6.30464,,
3500.2,6.13785,6.36347,,
3500.3,6.19779,6.42232,,
3500.4,6.25719,6.48055,,
3500.5,6.31396,6.53665,,
3500.6,6.36720,6.59041,,
3500.7,6.41733,6.64177,,
3500.8,6.46677,6.69209,,
3500.9,6.51489,6.74249,,
3501.0,6.56607,6.79456,,
3501.1,6.62112,6.84882,,
3501.2,6.67821,6.90494,,
3501.3,6.73689,6.96173,,
3501.4,6.79414,7.01731,,
3501.5,6.84780,7.07030,,
3501.6,6.89697,7.11993,,
3501.7,6.94214,7.16649,,
3501.8,6.98518,7.21131,,
3501.9,7.02792,7.25569,,
3502.0,7.07332,7.30123,,
3502.1,7.12016,7.34839,,
3502.2,7.16964,7.39716,,
3502.3,7.22091,7.44657,,
3502.4,7.27074,7.49550,,
3502.5,7.31816,7.54303,,
3502.6,7.36349,7.58912,,
3502.7,7.40705,7.63439,,
3502.8,7.45176,7.68002,,
3502.9,7.49847,7.72626,,
3503.0,7.54682,7.77310,,
3503.1,7.59386,7.81919,,
3503.2,7.63942,7.86394,,
3503.3,7.68087,7.90672,,
3503.4,7.72108,7.94807,,
3503.5,7.76164,7.98863,,
3503.6,7.80143,8.02890,,
3503.7,7.84187,8.06884,,
3503.8,7.88235,8.10768,,
3503.9,7.91991,8.14465,,
3504.0,7.95383,8.17913,,
3504.1,7.98530,8.21087,,
3504.2,8.01449,8.24037,,
3504.3,8.04097,8.26805,,
3504.4,8.06735,8.29494,,
3504.5,8.09308,8.32163,,
3504.6,8.11986,8.34901,,
3504.7,8.14855,8.37741,,
3504.8,8.17813,8.40691,,
3504.9,8.20868,8.43705,,
3505.0,8.24015,8.46732,,
3505.1,8.26981,8.49676,,
3505.2,8.29831,8.52504,,
3505.3,8.32477,8.55130,,
3505.4,8.34952,8.57576,,
3505.5,8.37086,8.59801,,
3505.6,8.39146,8.61899,,
3505.7,8.41012,8.63928,,
3505.8,8.42968,8.66013,,
3505.9,8.45223,8.68216,,
3506.0,8.47604,8.70552,,
3506.1,8.50075,8.72975,,
3506.2,8.52612,8.75399,,
3506.3,8.54998,8.77734,,
3506.4,8.57194,8.79894,,
3506.5,8.59191,8.81824,,
3506.6,8.60804,8.83521,,
3506.7,8.62156,8.85033,,
3506.8,8.63531,8.86478,,
3506.9,8.64881,8.87910,,
3507.0,8.66447,8.89417,,
3507.1,8.68013,8.90950,,
3507.2,8.69593,8.92505,,
3507.3,8.71130,8.94034,,
3507.4,8.72595,8.95556,,
3507.5,8.74045,8.97115,,
3507.6,8.75641,8.98721,,
3507.7,8.77462,9.00377,,
3507.8,8.79137,9.02014,,
3507.9,8.80674,9.03586,,
3508.0,8.82156,9.05061,,
3508.1,8.83497,9.06451,,
3508.2,8.84795,9.07803,,
3508.3,8.86103,9.09154,,
3508.4,8.87452,9.10581,,
3508.5,8.88919,9.12117,,
3508.6,8.90670,9.13786,,
3508.7,8.92510,9.15533,,
3508.8,8.94327,9.17294,,
3508.9,8.96063,9.18974,,
3509.0,8.97627,9.20521,,
3509.1,8.98983,9.21926,,
3509.2,9.00191,9.23238,,
3509.3,9.01362,9.24555,,
3509.4,9.02688,9.25987,,
3509.5,9.04327,9.27649,,
3509.6,9.06212,9.29585,,
3509.7,9.08484,9.31812,,
3509.8,9.11060,9.34274,,
3509.9,9.13743,9.36901,,
3510.0,9.16485,9.39623,,
3510.1,9.19255,9.42328,,
3510.2,9.22035,9.44947,,
3510.3,9.24485,9.47385,,
3510.4,9.26645,9.49612,,
3510.5,9.28622,9.51650,,
3510.6,9.30420,9.53603,,
3510.7,9.32254,9.55618,,
3510.8,9.34367,9.57827,,
3510.9,9.36869,9.60308,,
3511.0,9.39727,9.63027,,
3511.1,9.42764,9.65896,,
3511.2,9.45676,9.68734,,
3511.3,9.48505,9.71436,,
3511.4,9.50950,9.73923,,
3511.5,9.53077,9.76212,,
3511.6,9.55206,9.78392,,
3511.7,9.57245,9.80539,,
3511.8,9.59415,9.82787,,
3511.9,9.61760,9.85187,,
3512.0,9.64356,9.87801,,
3512.1,9.67227,9.90625,,
3512.2,9.70298,9.93585,,
3512.3,9.73450,9.96579,,
3512.4,9.76416,9.99472,,
3512.5,9.79131,10.02164,,
3512.6,9.81579,10.04608,,
3512.7,9.83703,10.06795,,
3512.8,9.85630,10.08803,,
3512.9,9.87374,10.10745,,
3513.0,9.89221,10.12793,,
3513.1,9.91448,10.15101,,
3513.2,9.94111,10.17762,,
3513.3,9.97209,10.20771,,
3513.4,10.00643,10.24010,,
3513.5,10.04139,10.27280,,
3513.6,10.07414,10.30339,,
3513.7,10.10199,10.32963,,
3513.8,10.12253,10.35052,,
3513.9,10.13566,10.36667,,
3514.0,10.14582,10.38030,,
3514.1,10.15757,10.39398,,
3514.2,10.17324,10.40974,,
3514.3,10.19249,10.42821,,
3514.4,10.21422,10.44885,,
3514.5,10.23700,10.47057,,
3514.6,10.25932,10.49248,,
3514.7,10.28042,10.51421,,
3514.8,10.30128,10.53578,,
3514.9,10.32312,10.55733,,
3515.0,10.34519,10.57861,,
3515.1,10.36643,10.59883,,
3515.2,10.38565,10.61701,,
3515.3,10.40105,10.63242,,
3515.4,10.41260,10.64487,,
3515.5,10.42187,10.65535,,
3515.6,10.42921,10.66541,,
3515.7,10.43891,10.67714,,
3515.8,10.45375,10.69151,,
3515.9,10.47288,10.70810,,
3516.0,10.49290,10.72488,,
3516.1,10.50928,10.73909,,
3516.2,10.51919,10.74855,,
3516.3,10.52224,10.75406,,
3516.4,10.51937,10.75209,,
3516.5,10.51350,10.74956,,
3516.6,10.50902,10.74687,,
3516.7,10.50954,10.74804,,
3516.8,10.51463,10.75100,,
3516.9,10.52110,10.75497,,
3517.0,10.52584,10.75782,,
3517.1,10.52596,10.75865,,
3517.2,10.52157,10.75497,,
3517.3,10.51504,10.74958,,
3517.4,10.50713,10.74248,,
3517.5,10.49966,10.73429,,
3517.6,10.49094,10.72451,,
3517.7,10.47949,10.71278,,
3517.8,10.46472,10.69895,,
3517.9,10.44787,10.68362,,
3518.0,10.43106,10.66821,,
3518.1,10.41544,10.65384,,
3518.2,10.40352,10.64134,,
3518.3,10.39372,10.63037,,
3518.4,10.38442,10.62009,,
3518.5,10.37467,10.60901,,
3518.6,10.36271,10.59583,,
3518.7,10.34642,10.57948,,
3518.8,10.32629,10.55969,,
3518.9,10.30220,10.53724,,
3519.0,10.27570,10.51362,,
3519.1,10.25174,10.49069,,
3519.2,10.23082,10.46963,,
3519.3,10.21232,10.45093,,
3519.4,10.19641,10.43447,,
3519.5,10.18166,10.42014,,
3519.6,10.16855,10.40826,,
3519.7,10.15920,10.39917,,
3519.8,10.15381,10.39308,,
3519.9,10.15088,10.38931,,
3520.0,10.15011,10.38714,,
3520.1,10.14852,10.38560,,
3520.2,10.14657,10.38482,,
3520.3,10.14584,10.38503,,
3520.4,10.14775,10.38980,,
3520.5,10.15552,10.39890,,
3520.6,10.17111,10.41349,,
3520.7,10.19303,10.43257,,
3520.8,10.21739,10.45364,,
3520.9,10.23996,10.47358,,
3521.0,10.25725,10.49023,,
3521.1,10.26781,10.50235,,
3521.2,10.27527,10.51047,,
3521.3,10.27917,10.51582,,
3521.4,10.28085,10.52059,,
3521.5,10.28512,10.52665,,
3521.6,10.29440,10.53556,,
3521.7,10.30697,10.54730,,
3521.8,10.32301,10.56134,,
3521.9,10.33839,10.57644,,
3522.0,10.35293,10.59209,,
3522.1,10.36924,10.60830,,
3522.2,10.38595,10.62504,,
3522.3,10.40360,10.64171,,
3522.4,10.42178,10.65667,,
3522.5,10.43494,10.66784,,
3522.6,10.44045,10.67405,,
3522.7,10.43945,10.67593,,
3522.8,10.43499,10.67391,,
3522.9,10.43027,10.67176,,
3523.0,10.43033,10.67326,,
3523.1,10.43553,10.67745,,
3523.2,10.44441,10.68417,,
3523.3,10.45457,10.69117,,
3523.4,10.46135,10.69570,,
3523.5,10.46183,10.69669,,
3523.6,10.45556,10.68890,,
3523.7,10.44212,10.67598,,
3523.8,10.42113,10.65789,,
3523.9,10.39690,10.63709,,
3524.0,10.37395,10.61661,,
3524.1,10.35460,10.59894,,
3524.2,10.34183,10.58511,,
3524.3,10.33412,10.57451,,
3524.4,10.32633,10.56548,,
3524.5,10.31770,10.55648,,
3524.6,10.30787,10.54689,,
3524.7,10.29608,10.53675,,
3524.8,10.28603,10.52723,,
3524.9,10.27692,10.51857,,
3525.0,10.27025,10.51162,,
3525.1,10.26466,10.50626,,
3525.2,10.26067,10.50287,,
3525.3,10.25911,10.50085,,
3525.4,10.26022,10.50377,,
3525.5,10.26530,10.50952,,
3525.6,10.27473,10.51907,,
3525.7,10.28974,10.53191,,
3525.8,10.30661,10.54600,,
3525.9,10.32192,10.55906,,
3526.0,10.33261,10.56860,,
3526.1,10.33738,10.57456,,
3526.2,10.33594,10.57429,,
3526.3,10.33190,10.57189,,
3526.4,10.32671,10.56811,,
3526.5,10.32190,10.56471,,
3526.6,10.31956,10.56260,,
3526.7,10.32000,10.56192,,
3526.8,10.32120,10.56324,,
3526.9,10.32399,10.56455,,
3527.0,10.32607,10.56560,,
3527.1,10.32429,10.56261,,
3527.2,10.31919,10.55688,,
3527.3,10.30935,10.54699,,
3527.4,10.29432,10.53324,,
3527.5,10.27623,10.51638,,
3527.6,10.25643,10.49793,,
3527.7,10.23578,10.47957,,
3527.8,10.21808,10.46321,,
3527.9,10.20451,10.45026,,
3528.0,10.19540,10.44135,,
3528.1,10.19194,10.43576,,
3528.2,10.19105,10.43175,,
3528.3,10.18761,10.42731,,
3528.4,10.18101,10.42094,,
3528.5,10.17184,10.41219,,
3528.6,10.15993,10.40154,,
3528.7,10.14735,10.39049,,
3528.8,10.13528,10.38075,,
3528.9,10.12694,10.37446,,
3529.0,10.12511,10.37154,,
3529.1,10.13017,10.37795,,
3529.2,10.14115,10.38821,,
3529.3,10.15844,10.40240,,
3529.4,10.17716,10.41798,,
3529.5,10.19264,10.43238,,
3529.6,10.20455,10.44386,,
3529.7,10.21169,10.45171,,
3529.8,10.21505,10.45657,,
3529.9,10.21676,10.45955,,
3530.0,10.21808,10.46215,,
3530.1,10.22037,10.46597,,
3530.2,10.22562,10.47233,,
3530.3,10.23533,10.48265,,
3530.4,10.24934,10.49738,,
3530.5,10.26988,10.51657,,
3530.6,10.29438,10.53861,,
3530.7,10.31988,10.56145,,
3530.8,10.34272,10.58248,,
3530.9,10.36047,10.60023,,
3531.0,10.37286,10.61425,,
3531.1,10.38277,10.62555,,
3531.2,10.39125,10.63566,,
3531.3,10.40029,10.64655,,
3531.4,10.41225,10.65947,,
3531.5,10.42882,10.67548,,
3531.6,10.44796,10.69438,,
3531.7,10.47037,10.71552,,
3531.8,10.49419,10.73764,,
3531.9,10.51636,10.75920,,
3532.0,10.53734,10.77888,,
3532.1,10.55481,10.79523,,
3532.2,10.56712,10.80736,,
3532.3,10.57443,10.81480,,
3532.4,10.57650,10.81887,,
3532.5,10.57426,10.81875,,
3532.6,10.57181,10.81864,,
3532.7,10.57332,10.82332,,
3532.8,10.58144,10.83228,,
3532.9,10.59709,10.84656,,
3533.0,10.61957,10.86481,,
3533.1,10.64143,10.88364,,
3533.2,10.66002,10.89995,,
3533.3,10.67218,10.91118,,
3533.4,10.67603,10.91781,,
3533.5,10.67444,10.91716,,
3533.6,10.67000,10.91461,,
3533.7,10.66431,10.91133,,
3533.8,10.66096,10.90868,,
3533.9,10.66170,10.90918,,
3534.0,10.66453,10.91140,,
3534.1,10.66890,10.91537,,
3534.2,10.67440,10.92030,,
3534.3,10.68007,10.92545,,
3534.4,10.68538,10.92988,,
3534.5,10.68942,10.93257,,
3534.6,10.68980,10.93312,,
3534.7,10.68617,10.92855,,
3534.8,10.67798,10.92143,,
3534.9,10.66589,10.91212,,
