Scan Parameters

Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,4200.0 um
Duration,140 sec
Resolution,0.100 um/sample
Force,6.00 mg
Measurement Range,524 um
Profile,Hills
Display Range,Auto
R. Cursor,Pos: 0.0 um Width: 0.0 um
M. Cursor,Pos: 4200.0 um Width: 0.0 um
Title,Etch process DOE


Analytical Results

Function,R.Cur Pos,R.Cur Width,M.Cur Pos,M.Cur Width,Result
2276.0,5.36510,4.80174,,
2276.1,5.43421,4.87119,,
2276.2,5.50050,4.93825,,
2276.3,5.56581,5.00384,,
2276.4,5.62989,5.06813,,
2276.5,5.69333,5.13162,,
2276.6,5.75584,5.19443,,
2276.7,5.81801,5.25710,,
2276.8,5.88015,5.32005,,
2276.9,5.94377,5.38360,,
2277.0,6.00890,5.44764,,
2277.1,6.07349,5.51175,,
2277.2,6.13711,5.57539,,
2277.3,6.20028,5.63818,,
2277.4,6.26198,5.69975,,
2277.5,6.32244,5.75999,,
2277.6,6.38120,5.81863,,
2277.7,6.43814,5.87583,,
2277.8,6.49333,5.93158,,
2277.9,6.54825,5.98619,,
2278.0,6.60173,6.03946,,
2278.1,6.65391,6.09161,,
2278.2,6.70430,6.14229,,
2278.3,6.75408,6.19163,,
2278.4,6.80195,6.23926,,
2278.5,6.84800,6.28508,,
2278.6,6.89177,6.32874,,
2278.7,6.93316,6.37054,,
2278.8,6.97229,6.41100,,
2278.9,7.01137,6.45091,,
2279.0,7.05159,6.49109,,
2279.1,7.09217,6.53183,,
2279.2,7.13401,6.57348,,
2279.3,7.17617,6.61571,,
2279.4,7.21944,6.65865,,
2279.5,7.26285,6.70186,,
2279.6,7.30652,6.74509,,
2279.7,7.34985,6.78766,,
2279.8,7.39188,6.82892,,
2279.9,7.43152,6.86806,,
2280.0,7.46837,6.90481,,
2280.1,7.50173,6.93918,,
2280.2,7.53349,6.97158,,
2280.3,7.56475,7.00236,,
2280.4,7.59417,7.03173,,
2280.5,7.62182,7.06011,,
2280.6,7.64852,7.08780,,
2280.7,7.67611,7.11522,,
2280.8,7.70417,7.14264,,
2280.9,7.73115,7.16974,,
2281.0,7.75825,7.19638,,
2281.1,7.78414,7.22219,,
2281.2,7.80886,7.24736,,
2281.3,7.83315,7.27204,,
2281.4,7.85746,7.29656,,
2281.5,7.88203,7.32122,,
2281.6,7.90695,7.34618,,
2281.7,7.93226,7.37138,,
2281.8,7.95796,7.39655,,
2281.9,7.98334,7.42102,,
2282.0,8.00740,7.44435,,
2282.1,8.02837,7.46606,,
2282.2,8.04816,7.48633,,
2282.3,8.06724,7.50528,,
2282.4,8.08522,7.52315,,
2282.5,8.10199,7.53993,,
2282.6,8.11758,7.55559,,
2282.7,8.13208,7.57031,,
2282.8,8.14563,7.58412,,
2282.9,8.15901,7.59735,,
2283.0,8.17136,7.61021,,
2283.1,8.18358,7.62304,,
2283.2,8.19686,7.63616,,
2283.3,8.21040,7.64960,,
2283.4,8.22445,7.66335,,
2283.5,8.23843,7.67727,,
2283.6,8.25203,7.69140,,
2283.7,8.26643,7.70594,,
2283.8,8.28157,7.72100,,
2283.9,8.29733,7.73657,,
2284.0,8.31362,7.75263,,
2284.1,8.32970,7.76868,,
2284.2,8.34649,7.78447,,
2284.3,8.36181,7.79932,,
2284.4,8.37525,7.81326,,
2284.5,8.38738,7.82638,,
2284.6,8.39992,7.83945,,
2284.7,8.41311,7.85299,,
2284.8,8.42768,7.86746,,
2284.9,8.44329,7.88283,,
2285.0,8.45964,7.89913,,
2285.1,8.47655,7.91586,,
2285.2,8.49454,7.93306,,
2285.3,8.51116,7.95027,,
2285.4,8.52849,7.96791,,
2285.5,8.54629,7.98573,,
2285.6,8.56506,8.00392,,
2285.7,8.58365,8.02232,,
2285.8,8.60149,8.04084,,
2285.9,8.62030,8.05975,,
2286.0,8.63959,8.07907,,
2286.1,8.65975,8.09887,,
2286.2,8.68025,8.11872,,
2286.3,8.70013,8.13829,,
2286.4,8.71892,8.15718,,
2286.5,8.73710,8.17558,,
2286.6,8.75432,8.19338,,
2286.7,8.77243,8.21058,,
2286.8,8.78973,8.22668,,
2286.9,8.80404,8.24147,,
2287.0,8.81638,8.25495,,
2287.1,8.82877,8.26776,,
2287.2,8.84097,8.28039,,
2287.3,8.85416,8.29312,,
2287.4,8.86762,8.30544,,
2287.5,8.87959,8.31678,,
2287.6,8.88926,8.32645,,
2287.7,8.89700,8.33420,,
2287.8,8.90250,8.34017,,
2287.9,8.90642,8.34507,,
2288.0,8.90986,8.34984,,
2288.1,8.91479,8.35584,,
2288.2,8.92215,8.36384,,
2288.3,8.93358,8.37410,,
2288.4,8.94705,8.38572,,
2288.5,8.95999,8.39714,,
2288.6,8.97107,8.40687,,
2288.7,8.97771,8.41345,,
2288.8,8.98085,8.41742,,
2288.9,8.97992,8.41699,,
2289.0,8.97620,8.41584,,
2289.1,8.97392,8.41439,,
2289.2,8.97454,8.41507,,
2289.3,8.97734,8.41632,,
2289.4,8.98046,8.41776,,
2289.5,8.98089,8.41676,,
2289.6,8.97722,8.41338,,
2289.7,8.97029,8.40726,,
2289.8,8.96080,8.39943,,
2289.9,8.95062,8.39116,,
2290.0,8.94345,8.38368,,
2290.1,8.93775,8.37706,,
2290.2,8.93259,8.37127,,
2290.3,8.92678,8.36558,,
2290.4,8.92104,8.36002,,
2290.5,8.91510,8.35438,,
2290.6,8.91013,8.34912,,
2290.7,8.90474,8.34422,,
2290.8,8.90016,8.34020,,
2290.9,8.89702,8.33705,,
2291.0,8.89554,8.33428,,
2291.1,8.89440,8.33070,,
2291.2,8.88957,8.32474,,
2291.3,8.87981,8.31564,,
2291.4,8.86614,8.30375,,
2291.5,8.85070,8.29057,,
2291.6,8.83673,8.27818,,
2291.7,8.82589,8.26823,,
2291.8,8.81948,8.26172,,
2291.9,8.81724,8.25830,,
2292.0,8.81805,8.25693,,
2292.1,8.81847,8.25649,,
2292.2,8.81733,8.25496,,
2292.3,8.81479,8.25251,,
2292.4,8.81036,8.24899,,
2292.5,8.80590,8.24504,,
2292.6,8.80176,8.24081,,
2292.7,8.79808,8.23609,,
2292.8,8.79360,8.23013,,
2292.9,8.78572,8.22152,,
2293.0,8.77461,8.20957,,
2293.1,8.75795,8.19396,,
2293.2,8.73753,8.17585,,
2293.3,8.71657,8.15694,,
2293.4,8.69748,8.13928,,
2293.5,8.68209,8.12468,,
2293.6,8.67112,8.11397,,
2293.7,8.66528,8.10732,,
2293.8,8.66328,8.10377,,
2293.9,8.66348,8.10392,,
2294.0,8.66552,8.10569,,
2294.1,8.66906,8.10910,,
2294.2,8.67382,8.11393,,
2294.3,8.68022,8.12038,,
2294.4,8.68770,8.12813,,
2294.5,8.69786,8.13702,,
2294.6,8.70809,8.14621,,
2294.7,8.71696,8.15502,,
2294.8,8.72514,8.16267,,
2294.9,8.73170,8.16872,,
2295.0,8.73561,8.17282,,
2295.1,8.73782,8.17504,,
2295.2,8.73765,8.17566,,
2295.3,8.73622,8.17401,,
2295.4,8.73357,8.17116,,
2295.5,8.72913,8.16694,,
2295.6,8.72340,8.16151,,
2295.7,8.71674,8.15495,,
2295.8,8.70939,8.14760,,
2295.9,8.70089,8.13981,,
2296.0,8.69240,8.13181,,
2296.1,8.68517,8.12359,,
2296.2,8.67717,8.11499,,
2296.3,8.66735,8.10559,,
2296.4,8.65727,8.09523,,
2296.5,8.64580,8.08345,,
2296.6,8.63309,8.07012,,
2296.7,8.61799,8.05515,,
2296.8,8.60006,8.03885,,
2296.9,8.58257,8.02256,,
2297.0,8.56590,8.00723,,
2297.1,8.55286,7.99430,,
2297.2,8.54270,7.98379,,
2297.3,8.53549,7.97579,,
2297.4,8.52971,7.96961,,
2297.5,8.52512,7.96462,,
2297.6,8.52151,7.96020,,
2297.7,8.51736,7.95607,,
2297.8,8.51257,7.95208,,
2297.9,8.50911,7.94834,,
2298.0,8.50594,7.94489,,
2298.1,8.50251,7.94164,,
2298.2,8.49986,7.93818,,
2298.3,8.49649,7.93409,,
2298.4,8.49100,7.92897,,
2298.5,8.48478,7.92269,,
2298.6,8.47730,7.91502,,
2298.7,8.46837,7.90607,,
2298.8,8.45798,7.89576,,
2298.9,8.44624,7.88447,,
2299.0,8.43330,7.87249,,
2299.1,8.42132,7.86033,,
2299.2,8.40939,7.84809,,
2299.3,8.39703,7.83590,,
2299.4,8.38468,7.82353,,
2299.5,8.37255,7.81107,,
2299.6,8.35944,7.79836,,
2299.7,8.34676,7.78567,,
2299.8,8.33389,7.77279,,
2299.9,8.32120,7.75966,,
2300.0,8.30819,7.74622,,
2300.1,8.29331,7.73250,,
2300.2,8.27917,7.71906,,
2300.3,8.26643,7.70663,,
2300.4,8.25471,7.69575,,
2300.5,8.24636,7.68726,,
2300.6,8.23976,7.68110,,
2300.7,8.23655,7.67806,,
2300.8,8.23606,7.67761,,
2300.9,8.23971,7.68213,,
2301.0,8.24796,7.68960,,
2301.1,8.25941,7.70032,,
2301.2,8.27308,7.71356,,
2301.3,8.28894,7.72876,,
2301.4,8.30551,7.74512,,
2301.5,8.32326,7.76237,,
2301.6,8.34103,7.78030,,
2301.7,8.35886,7.79885,,
2301.8,8.37875,7.81828,,
2301.9,8.39899,7.83855,,
2302.0,8.41994,7.85970,,
2302.1,8.44242,7.88156,,
2302.2,8.46478,7.90357,,
2302.3,8.48745,7.92573,,
2302.4,8.50867,7.94738,,
2302.5,8.53023,7.96875,,
2302.6,8.55110,7.98932,,
2302.7,8.57142,8.00909,,
2302.8,8.59001,8.02769,,
2302.9,8.60699,8.04509,,
2303.0,8.62321,8.06171,,
2303.1,8.63854,8.07816,,
2303.2,8.65493,8.09565,,
2303.3,8.67336,8.11476,,
2303.4,8.69553,8.13568,,
2303.5,8.71944,8.15729,,
2303.6,8.74191,8.17773,,
2303.7,8.76068,8.19530,,
2303.8,8.77350,8.20910,,
2303.9,8.78221,8.21978,,
2304.0,8.78941,8.22891,,
2304.1,8.79728,8.23842,,
2304.2,8.80824,8.24977,,
2304.3,8.82272,8.26351,,
2304.4,8.83937,8.27896,,
2304.5,8.85733,8.29513,,
2304.6,8.87337,8.31040,,
2304.7,8.88725,8.32411,,
2304.8,8.89832,8.33578,,
2304.9,8.90775,8.34630,,
2305.0,8.91630,8.35633,,
2305.1,8.92706,8.36682,,
2305.2,8.93890,8.37757,,
2305.3,8.95048,8.38814,,
2305.4,8.96043,8.39742,,
2305.5,8.96814,8.40458,,
2305.6,8.97279,8.40944,,
2305.7,8.97414,8.41227,,
2305.8,8.97496,8.41405,,
2305.9,8.97609,8.41547,,
2306.0,8.97798,8.41692,,
2306.1,8.98015,8.41808,,
2306.2,8.98099,8.41882,,
2306.3,8.97975,8.41745,,
2306.4,8.97682,8.41568,,
2306.5,8.97387,8.41390,,
2306.6,8.97244,8.41253,,
2306.7,8.97326,8.41514,,
2306.8,8.97786,8.41984,,
2306.9,8.98681,8.42741,,
2307.0,8.99745,8.43664,,
2307.1,9.00891,8.44633,,
2307.2,9.01800,8.45491,,
2307.3,9.02452,8.46185,,
2307.4,9.02920,8.46720,,
2307.5,9.03257,8.47131,,
2307.6,9.03631,8.47470,,
2307.7,9.03933,8.47723,,
2307.8,9.04109,8.47894,,
2307.9,9.04140,8.47791,,
2308.0,9.03762,8.47531,,
2308.1,9.03323,8.47132,,
2308.2,9.02752,8.46610,,
2308.3,9.02152,8.46049,,
2308.4,9.01580,8.45464,,
2308.5,9.00998,8.44865,,
2308.6,9.00387,8.44236,,
2308.7,8.99739,8.43548,,
2308.8,8.98986,8.42801,,
2308.9,8.98100,8.42012,,
2309.0,8.97272,8.41234,,
2309.1,8.96535,8.40519,,
2309.2,8.95901,8.39900,,
2309.3,8.95433,8.39378,,
2309.4,8.95023,8.38891,,
2309.5,8.94607,8.38391,,
2309.6,8.94021,8.37768,,
2309.7,8.93321,8.36992,,
2309.8,8.92280,8.36025,,
2309.9,8.91065,8.34926,,
2310.0,8.89845,8.33748,,
2310.1,8.88644,8.32568,,
2310.2,8.87474,8.31419,,
2310.3,8.86404,8.30312,,
2310.4,8.85335,8.29232,,
2310.5,8.84276,8.28211,,
2310.6,8.83233,8.27285,,
2310.7,8.82407,8.26553,,
2310.8,8.81888,8.26088,,
2310.9,8.81769,8.25843,,
2311.0,8.82006,8.26113,,
2311.1,8.82484,8.26539,,
2311.2,8.83189,8.27160,,
2311.3,8.83965,8.27897,,
2311.4,8.84791,8.28731,,
2311.5,8.85651,8.29658,,
2311.6,8.86665,8.30711,,
2311.7,8.87889,8.31922,,
2311.8,8.89269,8.33274,,
2311.9,8.90833,8.34738,,
2312.0,8.92384,8.36211,,
2312.1,8.93883,8.37619,,
2312.2,8.95181,8.38868,,
2312.3,8.96214,8.39954,,
2312.4,8.97030,8.40876,,
2312.5,8.97870,8.41721,,
2312.6,8.98598,8.42520,,
2312.7,8.99411,8.43336,,
2312.8,9.00279,8.44148,,
2312.9,9.01114,8.44943,,
2313.0,9.01872,8.45663,,
2313.1,9.02535,8.46246,,
2313.2,9.02969,8.46616,,
2313.3,9.03116,8.46820,,
2313.4,9.02903,8.46567,,
2313.5,9.02380,8.46177,,
2313.6,9.01794,8.45625,,
2313.7,9.01152,8.44950,,
2313.8,9.00394,8.44171,,
2313.9,8.99497,8.43292,,
2314.0,8.98458,8.42324,,
2314.1,8.97418,8.41313,,
2314.2,8.96387,8.40264,,
2314.3,8.95368,8.39182,,
2314.4,8.94233,8.38029,,
2314.5,8.92984,8.36766,,
2314.6,8.91633,8.35361,,
2314.7,8.90061,8.33781,,
2314.8,8.88285,8.32025,,
2314.9,8.86330,8.30124,,
2315.0,8.84221,8.28106,,
2315.1,8.82182,8.26028,,
2315.2,8.80063,8.23880,,
2315.3,8.77856,8.21663,,
2315.4,8.75562,8.19358,,
2315.5,8.73123,8.16975,,
2315.6,8.70649,8.14556,,
2315.7,8.68203,8.12148,,
2315.8,8.65815,8.09799,,
2315.9,8.63564,8.07574,,
2316.0,8.61417,8.05530,,
2316.1,8.59546,8.03765,,
2316.2,8.58089,8.02363,,
2316.3,8.57092,8.01400,,
2316.4,8.56611,8.00908,,
2316.5,8.56639,8.00797,,
2316.6,8.57071,8.01206,,
2316.7,8.57822,8.01833,,
2316.8,8.58689,8.02637,,
2316.9,8.59624,8.03523,,
2317.0,8.60594,8.04422,,
2317.1,8.61449,8.05265,,
2317.2,8.62246,8.06061,,
2317.3,8.62891,8.06798,,
2317.4,8.63605,8.07528,,
2317.5,8.64373,8.08269,,
2317.6,8.65114,8.09050,,
2317.7,8.65921,8.09908,,
2317.8,8.66838,8.10855,,
2317.9,8.67946,8.11894,,
2318.0,8.69144,8.12963,,
2318.1,8.70238,8.13982,,
2318.2,8.71134,8.14848,,
2318.3,8.71859,8.15459,,
2318.4,8.72243,8.15846,,
2318.5,8.72088,8.15717,,
2318.6,8.71655,8.15386,,
2318.7,8.71039,8.14846,,
2318.8,8.70303,8.14223,,
2318.9,8.69622,8.13590,,
2319.0,8.69087,8.12986,,
2319.1,8.68535,8.12375,,
2319.2,8.67950,8.11685,,
2319.3,8.67191,8.10803,,
2319.4,8.66064,8.09663,,
2319.5,8.64557,8.08258,,
2319.6,8.62823,8.06669,,
2319.7,8.61026,8.05019,,
2319.8,8.59390,8.03432,,
2319.9,8.57959,8.01951,,
2320.0,8.56675,8.00555,,
2320.1,8.55364,7.99141,,
2320.2,8.53935,7.97610,,
2320.3,8.52216,7.95885,,
2320.4,8.50202,7.93970,,
2320.5,8.48042,7.91917,,
2320.6,8.45893,7.89793,,
2320.7,8.43773,7.87642,,
2320.8,8.41623,7.85477,,
2320.9,8.39414,7.83327,,
2321.0,8.37200,7.81253,,
2321.1,8.35208,7.79369,,
2321.2,8.33545,7.77810,,
2321.3,8.32310,7.76725,,
2321.4,8.31723,7.76054,,
2321.5,8.31923,7.76323,,
2321.6,8.32728,7.76987,,
2321.7,8.33998,7.78079,,
2321.8,8.35494,7.79421,,
2321.9,8.37004,7.80846,,
2322.0,8.38480,7.82246,,
2322.1,8.39766,7.83556,,
2322.2,8.40924,7.84811,,
2322.3,8.42064,7.86057,,
2322.4,8.43377,7.87376,,
2322.5,8.44820,7.88782,,
2322.6,8.46363,7.90277,,
2322.7,8.47915,7.91779,,
2322.8,8.49493,7.93245,,
2322.9,8.50841,7.94597,,
2323.0,8.52035,7.95813,,
2323.1,8.53127,7.96893,,
2323.2,8.54021,7.97866,,
2323.3,8.54878,7.98768,,
2323.4,8.55785,7.99589,,
2323.5,8.56589,8.00342,,
2323.6,8.57149,8.01060,,
2323.7,8.57735,8.01818,,
2323.8,8.58625,8.02720,,
2323.9,8.59746,8.03810,,
2324.0,8.61110,8.05079,,
2324.1,8.62571,8.06440,,
2324.2,8.63982,8.07809,,
2324.3,8.65330,8.09106,,
2324.4,8.66549,8.10284,,
2324.5,8.67545,8.11302,,
2324.6,8.68418,8.12174,,
2324.7,8.69096,8.12894,,
2324.8,8.69688,8.13537,,
2324.9,8.70191,8.14136,,
2325.0,8.70810,8.14758,,
2325.1,8.71512,8.15414,,
2325.2,8.72210,8.16086,,
2325.3,8.72921,8.16741,,
2325.4,8.73524,8.17307,,
2325.5,8.74025,8.17774,,
2325.6,8.74305,8.18090,,
2325.7,8.74513,8.18269,,
2325.8,8.74535,8.18330,,
2325.9,8.74392,8.18198,,
2326.0,8.74169,8.18028,,
2326.1,8.73856,8.17843,,
2326.2,8.73714,8.17706,,
2326.3,8.73741,8.17796,,
2326.4,8.73989,8.18019,,
2326.5,8.74405,8.18400,,
2326.6,8.74947,8.18916,,
2326.7,8.75584,8.19500,,
2326.8,8.76293,8.20102,,
2326.9,8.76859,8.20627,,
2327.0,8.77308,8.21051,,
2327.1,8.77530,8.21348,,
2327.2,8.77682,8.21556,,
2327.3,8.77851,8.21712,,
2327.4,8.77952,8.21830,,
2327.5,8.78076,8.21931,,
2327.6,8.78138,8.21994,,
2327.7,8.78163,8.22024,,
2327.8,8.78166,8.21908,,
2327.9,8.77960,8.21673,,
2328.0,8.77526,8.21280,,
2328.1,8.76935,8.20742,,
2328.2,8.76236,8.20078,,
2328.3,8.75531,8.19318,,
2328.4,8.74675,8.18450,,
2328.5,8.73669,8.17512,,
2328.6,8.72588,8.16537,,
2328.7,8.71611,8.15635,,
2328.8,8.70761,8.14880,,
2328.9,8.70238,8.14360,,
2329.0,8.69995,8.14089,,
2329.1,8.69985,8.14020,,
2329.2,8.70234,8.14183,,
2329.3,8.70538,8.14421,,
2329.4,8.70785,8.14709,,
2329.5,8.71116,8.15059,,
2329.6,8.71468,8.15473,,
2329.7,8.72005,8.16003,,
2329.8,8.72670,8.16644,,
2329.9,8.73422,8.17410,,
2330.0,8.74299,8.18276,,
2330.1,8.75312,8.19223,,
2330.2,8.76327,8.20200,,
2330.3,8.77337,8.21169,,
2330.4,8.78271,8.22052,,
2330.5,8.79099,8.22806,,
2330.6,8.79680,8.23392,,
2330.7,8.80020,8.23814,,
2330.8,8.80273,8.24107,,
2330.9,8.80463,8.24278,,
2331.0,8.80605,8.24389,,
2331.1,8.80514,8.24313,,
2331.2,8.80372,8.24156,,
2331.3,8.80080,8.23886,,
2331.4,8.79664,8.23509,,
2331.5,8.79277,8.23037,,
2331.6,8.78671,8.22460,,
2331.7,8.77925,8.21814,,
2331.8,8.77224,8.21078,,
2331.9,8.76532,8.20271,,
2332.0,8.75565,8.19330,,
2332.1,8.74520,8.18253,,
2332.2,8.73245,8.16994,,
2332.3,8.71807,8.15618,,
2332.4,8.70253,8.14158,,
2332.5,8.68749,8.12725,,
2332.6,8.67314,8.11398,,
2332.7,8.66151,8.10258,,
2332.8,8.65284,8.09343,,
2332.9,8.64572,8.08660,,
2333.0,8.64128,8.08227,,
2333.1,8.63924,8.07968,,
2333.2,8.63998,8.08079,,
2333.3,8.64346,8.08309,,
2333.4,8.64753,8.08625,,
2333.5,8.65161,8.08941,,
2333.6,8.65410,8.09182,,
2333.7,8.65490,8.09320,,
2333.8,8.65540,8.09406,,
2333.9,8.65505,8.09480,,
2334.0,8.65626,8.09642,,
2334.1,8.65887,8.09883,,
2334.2,8.66339,8.10195,,
2334.3,8.66728,8.10457,,
2334.4,8.66924,8.10655,,
2334.5,8.66806,8.10452,,
2334.6,8.66396,8.10091,,
2334.7,8.65727,8.09539,,
2334.8,8.64969,8.08915,,
2334.9,8.64283,8.08329,,
2335.0,8.63817,8.07862,,
2335.1,8.63570,8.07526,,
2335.2,8.63392,8.07295,,
2335.3,8.63198,8.07128,,
2335.4,8.63077,8.06995,,
2335.5,8.63003,8.06913,,
2335.6,8.62895,8.06876,,
2335.7,8.62975,8.07046,,
2335.8,8.63282,8.07349,,
2335.9,8.63821,8.07851,,
2336.0,8.64513,8.08513,,
2336.1,8.65370,8.09302,,
2336.2,8.66254,8.10179,,
2336.3,8.67156,8.11152,,
2336.4,8.68201,8.12249,,
2336.5,8.69447,8.13544,,
2336.6,8.70909,8.15062,,
2336.7,8.72780,8.16800,,
2336.8,8.74801,8.18675,,
2336.9,8.76759,8.20577,,
2337.0,8.78675,8.22403,,
2337.1,8.80366,8.24100,,
2337.2,8.81815,8.25674,,
2337.3,8.83296,8.27201,,
2337.4,8.84753,8.28716,,
2337.5,8.86359,8.30269,,
2337.6,8.87995,8.31821,,
2337.7,8.89530,8.33349,,
2337.8,8.90968,8.34787,,
2337.9,8.92384,8.36142,,
2338.0,8.93554,8.37399,,
2338.1,8.94708,8.38613,,
2338.2,8.95902,8.39806,,
2338.3,8.97099,8.41001,,
2338.4,8.98344,8.42200,,
2338.5,8.99527,8.43338,,
2338.6,9.00657,8.44362,,
2338.7,9.01547,8.45219,,
2338.8,9.02113,8.45915,,
2338.9,9.02597,8.46519,,
2339.0,9.03136,8.47097,,
2339.1,9.03796,8.47697,,
2339.2,9.04476,8.48299,,
2339.3,9.05052,8.48838,,
2339.4,9.05532,8.49272,,
2339.5,9.05794,8.49564,,
2339.6,9.05921,8.49771,,
2339.7,9.05967,8.49950,,
2339.8,9.06165,8.50213,,
2339.9,9.06563,8.50622,,
2340.0,9.07171,8.51214,,
2340.1,9.07982,8.51950,,
2340.2,9.08909,8.52765,,
2340.3,9.09768,8.53588,,
2340.4,9.10528,8.54388,,
2340.5,9.11247,8.55175,,
2340.6,9.12026,8.56020,,
2340.7,9.12913,8.56968,,
2340.8,9.14059,8.58047,,
2340.9,9.15328,8.59206,,
2341.0,9.16573,8.60382,,
2341.1,9.17716,8.61483,,
2341.2,9.18723,8.62454,,
2341.3,9.19520,8.63264,,
2341.4,9.20147,8.63953,,
2341.5,9.20639,8.64550,,
2341.6,9.21221,8.65143,,
2341.7,9.21811,8.65747,,
2341.8,9.22495,8.66380,,
2341.9,9.23181,8.66984,,
2342.0,9.23754,8.67519,,
2342.1,9.24159,8.67912,,
2342.2,9.24446,8.68148,,
2342.3,9.24452,8.68227,,
2342.4,9.24307,8.68005,,
2342.5,9.23894,8.67649,,
2342.6,9.23301,8.67173,,
2342.7,9.22722,8.66624,,
2342.8,9.22191,8.66065,,
2342.9,9.21593,8.65508,,
2343.0,9.21069,8.64970,,
2343.1,9.20556,8.64427,,
2343.2,9.20020,8.63888,,
2343.3,9.19446,8.63334,,
2343.4,9.18892,8.62792,,
2343.5,9.18323,8.62228,,
2343.6,9.17854,8.61640,,
2343.7,9.17209,8.60970,,
2343.8,9.16384,8.60251,,
2343.9,9.15522,8.59514,,
2344.0,9.14835,8.58853,,
2344.1,9.14291,8.58346,,
2344.2,9.13929,8.58059,,
2344.3,9.13890,8.57958,,
2344.4,9.14159,8.58217,,
2344.5,9.14640,8.58636,,
2344.6,9.15201,8.59233,,
2344.7,9.15963,8.59993,,
2344.8,9.16911,8.60875,,
2344.9,9.17958,8.61847,,
2345.0,9.18982,8.62842,,
2345.1,9.19988,8.63834,,
2345.2,9.20912,8.64798,,
2345.3,9.21858,8.65766,,
2345.4,9.22816,8.66744,,
2345.5,9.23843,8.67758,,
2345.6,9.24900,8.68783,,
2345.7,9.25964,8.69798,,
2345.8,9.26957,8.70767,,
2345.9,9.27840,8.71655,,
2346.0,9.28667,8.72446,,
2346.1,9.29340,8.73096,,
2346.2,9.29883,8.73570,,
2346.3,9.30186,8.73850,,
2346.4,9.30140,8.73988,,
2346.5,9.30044,8.73917,,
2346.6,9.29994,8.73813,,
2346.7,9.29774,8.73691,,
2346.8,9.29613,8.73590,,
2346.9,9.29626,8.73498,,
2347.0,9.29601,8.73395,,
2347.1,9.29425,8.73250,,
2347.2,9.29182,8.73017,,
2347.3,9.28921,8.72688,,
2347.4,9.28472,8.72244,,
2347.5,9.27888,8.71704,,
2347.6,9.27208,8.71108,,
2347.7,9.26527,8.70558,,
2347.8,9.26026,8.70150,,
2347.9,9.25855,8.69893,,
2348.0,9.25942,8.70000,,
2348.1,9.26291,8.70187,,
2348.2,9.26626,8.70390,,
2348.3,9.26797,8.70557,,
2348.4,9.26737,8.70419,,
2348.5,9.26426,8.70145,,
2348.6,9.25871,8.69709,,
2348.7,9.25291,8.69220,,
2348.8,9.24741,8.68736,,
2348.9,9.24378,8.68302,,
2349.0,9.24076,8.67861,,
2349.1,9.23631,8.67348,,
2349.2,9.22944,8.66681,,
2349.3,9.22111,8.65859,,
2349.4,9.21062,8.64924,,
2349.5,9.19973,8.63964,,
2349.6,9.19073,8.63049,,
2349.7,9.18273,8.62213,,
2349.8,9.17519,8.61446,,
2349.9,9.16845,8.60707,,
2350.0,9.16129,8.59937,,
2350.1,9.15312,8.59118,,
2350.2,9.14367,8.58255,,
2350.3,9.13422,8.57398,,
2350.4,9.12612,8.56606,,
2350.5,9.11932,8.55917,,
2350.6,9.11371,8.55322,,
2350.7,9.10915,8.54756,,
2350.8,9.10416,8.54113,,
2350.9,9.09667,8.53289,,
2351.0,9.08574,8.52230,,
2351.1,9.07178,8.50967,,
2351.2,9.05653,8.49609,,
2351.3,9.04236,8.48287,,
2351.4,9.03044,8.47090,,
2351.5,9.02059,8.46047,,
2351.6,9.01190,8.45096,,
2351.7,9.00380,8.44109,,
2351.8,8.99397,8.42965,,
2351.9,8.97929,8.41577,,
2352.0,8.96176,8.39983,,
2352.1,8.94331,8.38260,,
2352.2,8.92568,8.36539,,
2352.3,8.90910,8.34853,,
2352.4,8.89362,8.33199,,
2352.5,8.87721,8.31515,,
2352.6,8.85950,8.29782,,
2352.7,8.84105,8.28061,,
2352.8,8.82287,8.26447,,
2352.9,8.80878,8.25073,,
2353.0,8.79857,8.24004,,
2353.1,8.79116,8.23230,,
2353.2,8.78712,8.22704,,
2353.3,8.78386,8.22327,,
2353.4,8.78125,8.22079,,
2353.5,8.77919,8.21919,,
2353.6,8.77890,8.22020,,
2353.7,8.78155,8.22354,,
2353.8,8.78825,8.23004,,
2353.9,8.79861,8.23965,,
2354.0,8.81152,8.25178,,
2354.1,8.82620,8.26572,,
2354.2,8.84144,8.28052,,
2354.3,8.85721,8.29571,,
2354.4,8.87214,8.31079,,
2354.5,8.88688,8.32574,,
2354.6,8.90178,8.34042,,
2354.7,8.91637,8.35480,,
2354.8,8.93041,8.36886,,
2354.9,8.94381,8.38253,,
2355.0,8.95723,8.39566,,
2355.1,8.97037,8.40846,,
2355.2,8.98176,8.42082,,
2355.3,8.99404,8.43328,,
2355.4,9.00659,8.44600,,
2355.5,9.01970,8.45938,,
2355.6,9.03416,8.47338,,
2355.7,9.04897,8.48759,,
2355.8,9.06357,8.50156,,
2355.9,9.07702,8.51462,,
2356.0,9.08889,8.52659,,
2356.1,9.09907,8.53757,,
2356.2,9.10894,8.54800,,
2356.3,9.11926,8.55839,,
2356.4,9.12975,8.56890,,
2356.5,9.14090,8.57938,,
2356.6,9.15161,8.58931,,
2356.7,9.16067,8.59815,,
2356.8,9.16819,8.60543,,
2356.9,9.17370,8.61103,,
