Scan Parameters

Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,4200.0 um
Duration,140 sec
Resolution,0.100 um/sample
Force,6.00 mg
Measurement Range,524 um
Profile,Hills
Display Range,Auto
R. Cursor,Pos: 0.0 um Width: 0.0 um
M. Cursor,Pos: 4200.0 um Width: 0.0 um
Title,Etch process DOE


Analytical Results

Function,R.Cur Pos,R.Cur Width,M.Cur Pos,M.Cur Width,Result
393.2,2.07072,1.51307,,
393.3,2.04735,1.48972,,
393.4,2.02646,1.46836,,
393.5,2.00774,1.44895,,
393.6,1.98955,1.43087,,
393.7,1.97295,1.41383,,
393.8,1.95709,1.39735,,
393.9,1.94078,1.38094,,
394.0,1.92474,1.36420,,
394.1,1.90737,1.34662,,
394.2,1.88856,1.32843,,
394.3,1.86900,1.30935,,
394.4,1.85046,1.28963,,
394.5,1.82983,1.26889,,
394.6,1.80759,1.24723,,
394.7,1.78477,1.22455,,
394.8,1.76129,1.20119,,
394.9,1.73717,1.17738,,
395.0,1.71313,1.15307,,
395.1,1.68887,1.12837,,
395.2,1.66295,1.10303,,
395.3,1.63733,1.07731,,
395.4,1.61109,1.05103,,
395.5,1.58441,1.02436,,
395.6,1.55744,0.99698,,
395.7,1.52961,0.96899,,
395.8,1.50002,0.94026,,
395.9,1.47096,0.91166,,
396.0,1.44162,0.88387,,
396.1,1.41491,0.85851,,
396.2,1.39219,0.83649,,
396.3,1.37456,0.81851,,
396.4,1.36158,0.80476,,
396.5,1.35138,0.79449,,
396.6,1.34539,0.78715,,
396.7,1.34076,0.78160,,
396.8,1.33655,0.77728,,
396.9,1.33286,0.77384,,
397.0,1.32972,0.77134,,
397.1,1.32844,0.76977,,
397.2,1.32890,0.76991,,
397.3,1.33026,0.77045,,
397.4,1.33137,0.77101,,
397.5,1.33160,0.77122,,
397.6,1.33069,0.77002,,
397.7,1.32857,0.76783,,
397.8,1.32531,0.76428,,
397.9,1.32036,0.75915,,
398.0,1.31354,0.75235,,
398.1,1.30489,0.74392,,
398.2,1.29457,0.73392,,
398.3,1.28343,0.72281,,
398.4,1.27069,0.71058,,
398.5,1.25800,0.69776,,
398.6,1.24427,0.68444,,
398.7,1.23032,0.67105,,
398.8,1.21725,0.65748,,
398.9,1.20428,0.64381,,
399.0,1.18966,0.63008,,
399.1,1.17521,0.61654,,
399.2,1.16255,0.60363,,
399.3,1.15044,0.59177,,
399.4,1.13950,0.58134,,
399.5,1.13064,0.57241,,
399.6,1.12353,0.56495,,
399.7,1.11788,0.55870,,
399.8,1.11276,0.55322,,
399.9,1.10763,0.54811,,
400.0,1.10288,0.54281,,
400.1,1.09801,0.53701,,
400.2,1.09080,0.53049,,
400.3,1.08285,0.52340,,
400.4,1.07575,0.51586,,
400.5,1.06828,0.50795,,
400.6,1.05985,0.49966,,
400.7,1.05085,0.49088,,
400.8,1.04154,0.48193,,
400.9,1.03207,0.47308,,
401.0,1.02386,0.46505,,
401.1,1.01626,0.45814,,
401.2,1.01085,0.45255,,
401.3,1.00768,0.44786,,
401.4,1.00396,0.44333,,
401.5,0.99889,0.43812,,
401.6,0.99281,0.43139,,
401.7,0.98466,0.42256,,
401.8,0.97334,0.41171,,
401.9,0.95915,0.39913,,
402.0,0.94512,0.38587,,
402.1,0.93152,0.37243,,
402.2,0.91913,0.35932,,
402.3,0.90631,0.34611,,
402.4,0.89285,0.33260,,
402.5,0.87871,0.31836,,
402.6,0.86390,0.30332,,
402.7,0.84782,0.28740,,
402.8,0.83089,0.27073,,
402.9,0.81342,0.25364,,
403.0,0.79558,0.23635,,
403.1,0.77884,0.21942,,
403.2,0.76191,0.20325,,
403.3,0.74610,0.18833,,
403.4,0.73334,0.17514,,
403.5,0.72182,0.16394,,
403.6,0.71246,0.15528,,
403.7,0.70626,0.14938,,
403.8,0.70351,0.14587,,
403.9,0.70414,0.14657,,
404.0,0.70786,0.14879,,
404.1,0.71165,0.15218,,
404.2,0.71588,0.15628,,
404.3,0.72005,0.16060,,
404.4,0.72454,0.16570,,
404.5,0.72956,0.17187,,
404.6,0.73780,0.17959,,
404.7,0.74785,0.18859,,
404.8,0.75814,0.19852,,
404.9,0.76850,0.20867,,
405.0,0.77882,0.21889,,
405.1,0.78838,0.22896,,
405.2,0.79883,0.23900,,
405.3,0.80901,0.24887,,
405.4,0.81833,0.25838,,
405.5,0.82784,0.26736,,
405.6,0.83612,0.27551,,
405.7,0.84315,0.28320,,
405.8,0.84967,0.29031,,
405.9,0.85744,0.29727,,
406.0,0.86400,0.30388,,
406.1,0.87011,0.31004,,
406.2,0.87621,0.31531,,
406.3,0.88055,0.31886,,
406.4,0.88298,0.32126,,
406.5,0.88091,0.31903,,
406.6,0.87726,0.31510,,
406.7,0.86971,0.30847,,
406.8,0.86063,0.30042,,
406.9,0.85072,0.29122,,
407.0,0.84175,0.28172,,
407.1,0.83194,0.27166,,
407.2,0.82173,0.26103,,
407.3,0.81007,0.24944,,
407.4,0.79715,0.23695,,
407.5,0.78383,0.22356,,
407.6,0.76993,0.20923,,
407.7,0.75475,0.19378,,
407.8,0.73799,0.17686,,
407.9,0.71961,0.15861,,
408.0,0.69905,0.13953,,
408.1,0.67880,0.12039,,
408.2,0.66083,0.10204,,
408.3,0.64340,0.08489,,
408.4,0.62751,0.06929,,
408.5,0.61359,0.05520,,
408.6,0.60108,0.04272,,
408.7,0.59021,0.03189,,
408.8,0.58102,0.02262,,
408.9,0.57339,0.01474,,
409.0,0.56715,0.00818,,
409.1,0.56144,0.00247,,
409.2,0.55710,-0.00258,,
409.3,0.55249,-0.00714,,
409.4,0.54740,-0.01110,,
409.5,0.54441,-0.01401,,
409.6,0.54277,-0.01581,,
409.7,0.54263,-0.01667,,
409.8,0.54332,-0.01694,,
409.9,0.54308,-0.01841,,
410.0,0.54038,-0.02142,,
410.1,0.53526,-0.02658,,
410.2,0.52722,-0.03403,,
410.3,0.51754,-0.04395,,
410.4,0.50636,-0.05590,,
410.5,0.49057,-0.06994,,
410.6,0.47475,-0.08520,,
410.7,0.45875,-0.10132,,
410.8,0.44182,-0.11741,,
410.9,0.42561,-0.13321,,
411.0,0.41095,-0.14847,,
411.1,0.39620,-0.16324,,
411.2,0.38181,-0.17722,,
411.3,0.36799,-0.19010,,
411.4,0.35612,-0.20102,,
411.5,0.34748,-0.20967,,
411.6,0.34252,-0.21570,,
411.7,0.33857,-0.21923,,
411.8,0.33677,-0.22091,,
411.9,0.33889,-0.21779,,
412.0,0.34496,-0.21270,,
412.1,0.35336,-0.20506,,
412.2,0.36309,-0.19574,,
412.3,0.37414,-0.18528,,
412.4,0.38513,-0.17442,,
412.5,0.39662,-0.16323,,
412.6,0.40755,-0.15233,,
412.7,0.41874,-0.14171,,
412.8,0.42859,-0.13166,,
412.9,0.43770,-0.12219,,
413.0,0.44708,-0.11304,,
413.1,0.45527,-0.10428,,
413.2,0.46423,-0.09547,,
413.3,0.47296,-0.08682,,
413.4,0.48161,-0.07799,,
413.5,0.49025,-0.06936,,
413.6,0.49961,-0.06090,,
413.7,0.50736,-0.05336,,
413.8,0.51435,-0.04706,,
413.9,0.51913,-0.04264,,
414.0,0.52106,-0.04031,,
414.1,0.52133,-0.03963,,
414.2,0.51938,-0.04127,,
414.3,0.51638,-0.04354,,
414.4,0.51305,-0.04636,,
414.5,0.51043,-0.04939,,
414.6,0.50773,-0.05306,,
414.7,0.50387,-0.05781,,
414.8,0.49703,-0.06432,,
414.9,0.48842,-0.07253,,
415.0,0.47818,-0.08236,,
415.1,0.46713,-0.09367,,
415.2,0.45513,-0.10650,,
415.3,0.44019,-0.12098,,
415.4,0.42343,-0.13696,,
415.5,0.40623,-0.15389,,
415.6,0.38807,-0.17134,,
415.7,0.37069,-0.18858,,
415.8,0.35366,-0.20578,,
415.9,0.33739,-0.22271,,
416.0,0.32006,-0.24015,,
416.1,0.30275,-0.25781,,
416.2,0.28339,-0.27597,,
416.3,0.26499,-0.29398,,
416.4,0.24777,-0.31159,,
416.5,0.23044,-0.32827,,
416.6,0.21430,-0.34370,,
416.7,0.20062,-0.35733,,
416.8,0.18859,-0.36903,,
416.9,0.17963,-0.37873,,
417.0,0.17230,-0.38689,,
417.1,0.16505,-0.39384,,
417.2,0.15904,-0.39964,,
417.3,0.15413,-0.40463,,
417.4,0.15082,-0.40870,,
417.5,0.14729,-0.41232,,
417.6,0.14391,-0.41554,,
417.7,0.14085,-0.41831,,
417.8,0.13819,-0.42031,,
417.9,0.13726,-0.42157,,
418.0,0.13799,-0.42085,,
418.1,0.13956,-0.41933,,
418.2,0.14213,-0.41662,,
418.3,0.14573,-0.41292,,
418.4,0.15094,-0.40805,,
418.5,0.15664,-0.40236,,
418.6,0.16353,-0.39630,,
418.7,0.17056,-0.39058,,
418.8,0.17520,-0.38611,,
418.9,0.17822,-0.38339,,
419.0,0.17884,-0.38219,,
419.1,0.17682,-0.38376,,
419.2,0.17420,-0.38636,,
419.3,0.17078,-0.39015,,
419.4,0.16521,-0.39517,,
419.5,0.15954,-0.40115,,
419.6,0.15227,-0.40842,,
419.7,0.14399,-0.41684,,
419.8,0.13445,-0.42692,,
419.9,0.12295,-0.43848,,
420.0,0.10859,-0.45165,,
420.1,0.09439,-0.46606,,
420.2,0.07932,-0.48163,,
420.3,0.06223,-0.49813,,
420.4,0.04462,-0.51515,,
420.5,0.02669,-0.53243,,
420.6,0.00987,-0.54883,,
420.7,-0.00645,-0.56402,,
420.8,-0.01936,-0.57691,,
420.9,-0.03017,-0.58764,,
421.0,-0.03775,-0.59611,,
421.1,-0.04371,-0.60330,,
421.2,-0.04968,-0.60995,,
421.3,-0.05656,-0.61692,,
421.4,-0.06407,-0.62433,,
421.5,-0.07271,-0.63221,,
421.6,-0.08066,-0.63988,,
421.7,-0.08833,-0.64710,,
421.8,-0.09463,-0.65312,,
421.9,-0.09974,-0.65795,,
422.0,-0.10253,-0.66135,,
422.1,-0.10452,-0.66384,,
422.2,-0.10593,-0.66610,,
422.3,-0.10759,-0.66874,,
422.4,-0.11190,-0.67225,,
422.5,-0.11665,-0.67653,,
422.6,-0.12129,-0.68179,,
422.7,-0.12686,-0.68796,,
422.8,-0.13450,-0.69527,,
422.9,-0.14336,-0.70366,,
423.0,-0.15288,-0.71289,,
423.1,-0.16274,-0.72224,,
423.2,-0.17273,-0.73141,,
423.3,-0.18074,-0.73984,,
423.4,-0.18843,-0.74735,,
423.5,-0.19540,-0.75384,,
423.6,-0.20015,-0.75941,,
423.7,-0.20469,-0.76410,,
423.8,-0.20944,-0.76818,,
423.9,-0.21198,-0.77142,,
424.0,-0.21513,-0.77375,,
424.1,-0.21705,-0.77522,,
424.2,-0.21553,-0.77395,,
424.3,-0.21294,-0.77155,,
424.4,-0.20928,-0.76764,,
424.5,-0.20333,-0.76253,,
424.6,-0.19724,-0.75660,,
424.7,-0.19084,-0.75030,,
424.8,-0.18341,-0.74416,,
424.9,-0.17793,-0.73885,,
425.0,-0.17388,-0.73471,,
425.1,-0.17089,-0.73202,,
425.2,-0.17000,-0.73050,,
425.3,-0.17028,-0.73075,,
425.4,-0.17118,-0.73188,,
425.5,-0.17365,-0.73441,,
425.6,-0.17678,-0.73837,,
425.7,-0.18267,-0.74403,,
425.8,-0.19094,-0.75129,,
425.9,-0.19923,-0.75975,,
426.0,-0.20890,-0.76935,,
426.1,-0.21928,-0.77986,,
426.2,-0.23061,-0.79163,,
426.3,-0.24360,-0.80444,,
426.4,-0.25854,-0.81810,,
426.5,-0.27278,-0.83166,,
426.6,-0.28628,-0.84431,,
426.7,-0.29775,-0.85500,,
426.8,-0.30598,-0.86310,,
426.9,-0.31122,-0.86835,,
427.0,-0.31316,-0.87129,,
427.1,-0.31253,-0.87093,,
427.2,-0.31055,-0.86912,,
427.3,-0.30733,-0.86564,,
427.4,-0.30235,-0.86083,,
427.5,-0.29546,-0.85500,,
427.6,-0.28869,-0.84904,,
427.7,-0.28247,-0.84331,,
427.8,-0.27830,-0.83844,,
427.9,-0.27420,-0.83416,,
428.0,-0.27043,-0.83028,,
428.1,-0.26711,-0.82644,,
428.2,-0.26293,-0.82279,,
428.3,-0.25859,-0.81982,,
428.4,-0.25645,-0.81771,,
428.5,-0.25696,-0.81904,,
428.6,-0.26082,-0.82203,,
428.7,-0.26620,-0.82628,,
428.8,-0.27266,-0.83080,,
428.9,-0.27660,-0.83402,,
429.0,-0.27757,-0.83611,,
429.1,-0.27622,-0.83451,,
429.2,-0.27306,-0.83185,,
429.3,-0.26914,-0.82783,,
429.4,-0.26378,-0.82259,,
429.5,-0.25736,-0.81619,,
429.6,-0.25017,-0.80842,,
429.7,-0.24109,-0.79914,,
429.8,-0.22968,-0.78839,,
429.9,-0.21715,-0.77662,,
430.0,-0.20427,-0.76461,,
430.1,-0.19212,-0.75309,,
430.2,-0.18188,-0.74266,,
430.3,-0.17273,-0.73345,,
430.4,-0.16482,-0.72532,,
430.5,-0.15814,-0.71781,,
430.6,-0.15127,-0.71060,,
430.7,-0.14346,-0.70330,,
430.8,-0.13637,-0.69614,,
430.9,-0.12884,-0.68913,,
431.0,-0.12228,-0.68279,,
431.1,-0.11669,-0.67695,,
431.2,-0.11203,-0.67166,,
431.3,-0.10687,-0.66618,,
431.4,-0.10181,-0.66020,,
431.5,-0.09451,-0.65317,,
431.6,-0.08588,-0.64531,,
431.7,-0.07715,-0.63668,,
431.8,-0.06832,-0.62759,,
431.9,-0.05875,-0.61802,,
432.0,-0.04880,-0.60799,,
432.1,-0.03804,-0.59744,,
432.2,-0.02695,-0.58638,,
432.3,-0.01580,-0.57516,,
432.4,-0.00345,-0.56401,,
432.5,0.00735,-0.55357,,
432.6,0.01655,-0.54392,,
432.7,0.02490,-0.53528,,
432.8,0.03286,-0.52724,,
432.9,0.04004,-0.51944,,
433.0,0.04762,-0.51154,,
433.1,0.05620,-0.50328,,
433.2,0.06469,-0.49453,,
433.3,0.07386,-0.48558,,
433.4,0.08406,-0.47684,,
433.5,0.09211,-0.46894,,
433.6,0.09843,-0.46195,,
433.7,0.10404,-0.45582,,
433.8,0.10953,-0.45004,,
433.9,0.11523,-0.44453,,
434.0,0.12129,-0.43944,,
434.1,0.12580,-0.43527,,
434.2,0.12851,-0.43232,,
434.3,0.13005,-0.43068,,
434.4,0.13021,-0.42991,,
434.5,0.12962,-0.43064,,
434.6,0.12867,-0.43214,,
434.7,0.12629,-0.43452,,
434.8,0.12200,-0.43775,,
434.9,0.11831,-0.44141,,
435.0,0.11455,-0.44504,,
435.1,0.11038,-0.44816,,
435.2,0.10827,-0.45013,,
435.3,0.10741,-0.45111,,
435.4,0.10862,-0.44892,,
435.5,0.11283,-0.44507,,
435.6,0.11902,-0.43888,,
435.7,0.12715,-0.43033,,
435.8,0.13837,-0.41970,,
435.9,0.15179,-0.40727,,
436.0,0.16541,-0.39367,,
436.1,0.18016,-0.37942,,
436.2,0.19512,-0.36507,,
436.3,0.20913,-0.35091,,
436.4,0.22294,-0.33689,,
436.5,0.23633,-0.32316,,
436.6,0.25052,-0.30958,,
436.7,0.26411,-0.29638,,
436.8,0.27643,-0.28357,,
436.9,0.28850,-0.27110,,
437.0,0.30090,-0.25861,,
437.1,0.31325,-0.24589,,
437.2,0.32667,-0.23286,,
437.3,0.34038,-0.22004,,
437.4,0.35325,-0.20781,,
437.5,0.36411,-0.19666,,
437.6,0.37377,-0.18665,,
437.7,0.38276,-0.17776,,
437.8,0.39075,-0.16976,,
437.9,0.39764,-0.16248,,
438.0,0.40411,-0.15599,,
438.1,0.41055,-0.15039,,
438.2,0.41521,-0.14621,,
438.3,0.41792,-0.14349,,
438.4,0.41808,-0.14401,,
438.5,0.41488,-0.14659,,
438.6,0.41012,-0.15123,,
438.7,0.40289,-0.15784,,
438.8,0.39485,-0.16569,,
438.9,0.38565,-0.17495,,
439.0,0.37583,-0.18474,,
439.1,0.36374,-0.19477,,
439.2,0.35396,-0.20354,,
439.3,0.34677,-0.21045,,
439.4,0.34281,-0.21455,,
439.5,0.34154,-0.21671,,
439.6,0.34312,-0.21412,,
439.7,0.34745,-0.20978,,
439.8,0.35558,-0.20325,,
439.9,0.36451,-0.19546,,
440.0,0.37258,-0.18744,,
440.1,0.38093,-0.17986,,
440.2,0.38752,-0.17306,,
440.3,0.39270,-0.16682,,
440.4,0.39873,-0.16068,,
440.5,0.40480,-0.15413,,
440.6,0.41178,-0.14695,,
440.7,0.42072,-0.13929,,
440.8,0.42877,-0.13180,,
440.9,0.43577,-0.12504,,
441.0,0.44170,-0.11971,,
441.1,0.44533,-0.11617,,
441.2,0.44680,-0.11407,,
441.3,0.44636,-0.11572,,
441.4,0.44295,-0.11903,,
441.5,0.43622,-0.12445,,
441.6,0.42886,-0.13115,,
441.7,0.42103,-0.13838,,
441.8,0.41352,-0.14527,,
441.9,0.40738,-0.15114,,
442.0,0.40242,-0.15560,,
442.1,0.39977,-0.15821,,
442.2,0.39923,-0.15964,,
442.3,0.40051,-0.15824,,
442.4,0.40202,-0.15576,,
442.5,0.40686,-0.15165,,
442.6,0.41313,-0.14640,,
442.7,0.41907,-0.14047,,
442.8,0.42574,-0.13393,,
442.9,0.43166,-0.12699,,
443.0,0.43939,-0.11900,,
443.1,0.44888,-0.11002,,
443.2,0.45929,-0.10017,,
443.3,0.47011,-0.08988,,
443.4,0.48038,-0.07977,,
443.5,0.49028,-0.07025,,
443.6,0.49929,-0.06172,,
443.7,0.50651,-0.05444,,
443.8,0.51227,-0.04868,,
443.9,0.51683,-0.04457,,
444.0,0.51911,-0.04198,,
444.1,0.51934,-0.04038,,
444.2,0.51980,-0.03919,,
444.3,0.52165,-0.03787,,
444.4,0.52348,-0.03635,,
444.5,0.52516,-0.03494,,
444.6,0.52665,-0.03393,,
444.7,0.52662,-0.03524,,
444.8,0.52313,-0.03832,,
444.9,0.51872,-0.04350,,
445.0,0.51016,-0.05140,,
445.1,0.50001,-0.06140,,
445.2,0.48775,-0.07346,,
445.3,0.47327,-0.08685,,
445.4,0.45864,-0.10097,,
445.5,0.44432,-0.11535,,
445.6,0.42989,-0.12950,,
445.7,0.41577,-0.14338,,
445.8,0.40284,-0.15699,,
445.9,0.38950,-0.17014,,
446.0,0.37558,-0.18275,,
446.1,0.36433,-0.19439,,
446.2,0.35401,-0.20477,,
446.3,0.34427,-0.21373,,
446.4,0.33752,-0.22096,,
446.5,0.33155,-0.22639,,
446.6,0.32775,-0.22970,,
446.7,0.32737,-0.23153,,
446.8,0.32819,-0.22942,,
446.9,0.33159,-0.22567,,
447.0,0.33877,-0.22014,,
447.1,0.34680,-0.21381,,
447.2,0.35341,-0.20784,,
447.3,0.35812,-0.20335,,
447.4,0.36082,-0.20065,,
447.5,0.36094,-0.19927,,
447.6,0.36033,-0.19970,,
447.7,0.35938,-0.20012,,
447.8,0.35832,-0.20039,,
447.9,0.35926,-0.19847,,
448.0,0.36253,-0.19467,,
448.1,0.36880,-0.18808,,
448.2,0.37888,-0.17881,,
448.3,0.39159,-0.16733,,
448.4,0.40482,-0.15449,,
448.5,0.41870,-0.14107,,
448.6,0.43260,-0.12764,,
448.7,0.44551,-0.11460,,
448.8,0.45830,-0.10205,,
448.9,0.47012,-0.09021,,
449.0,0.48122,-0.07894,,
449.1,0.49181,-0.06811,,
449.2,0.50204,-0.05709,,
449.3,0.51266,-0.04553,,
449.4,0.52604,-0.03286,,
449.5,0.53994,-0.01951,,
449.6,0.55445,-0.00598,,
449.7,0.56825,0.00669,,
449.8,0.57937,0.01789,,
449.9,0.58826,0.02727,,
450.0,0.59598,0.03502,,
450.1,0.60186,0.04144,,
450.2,0.60701,0.04693,,
450.3,0.61205,0.05163,,
450.4,0.61603,0.05581,,
450.5,0.61915,0.05918,,
450.6,0.62292,0.06167,,
450.7,0.62413,0.06324,,
450.8,0.62322,0.06183,,
450.9,0.62059,0.05883,,
451.0,0.61526,0.05354,,
451.1,0.60753,0.04610,,
451.2,0.59777,0.03651,,
451.3,0.58631,0.02513,,
451.4,0.57277,0.01229,,
451.5,0.55844,-0.00150,,
451.6,0.54406,-0.01568,,
451.7,0.52937,-0.03005,,
451.8,0.51557,-0.04425,,
451.9,0.50126,-0.05843,,
452.0,0.48705,-0.07258,,
452.1,0.47326,-0.08678,,
452.2,0.45871,-0.10109,,
452.3,0.44414,-0.11564,,
452.4,0.42994,-0.13059,,
452.5,0.41434,-0.14610,,
452.6,0.39778,-0.16222,,
452.7,0.38125,-0.17895,,
452.8,0.36393,-0.19600,,
452.9,0.34613,-0.21299,,
453.0,0.32934,-0.22938,,
453.1,0.31365,-0.24460,,
453.2,0.29968,-0.25810,,
453.3,0.28830,-0.26970,,
453.4,0.27912,-0.27922,,
453.5,0.27113,-0.28706,,
453.6,0.26568,-0.29342,,
453.7,0.26066,-0.29886,,
453.8,0.25558,-0.30341,,
453.9,0.25150,-0.30704,,
454.0,0.24891,-0.30936,,
454.1,0.24797,-0.31075,,
454.2,0.24931,-0.31016,,
454.3,0.25046,-0.30953,,
454.4,0.25143,-0.30892,,
454.5,0.25158,-0.30899,,
454.6,0.25063,-0.31071,,
454.7,0.24718,-0.31399,,
454.8,0.24264,-0.31888,,
454.9,0.23521,-0.32517,,
455.0,0.22677,-0.33151,,
455.1,0.22038,-0.33700,,
455.2,0.21752,-0.34042,,
455.3,0.21612,-0.34235,,
455.4,0.21758,-0.34103,,
455.5,0.21981,-0.33847,,
455.6,0.22362,-0.33414,,
455.7,0.23066,-0.32829,,
455.8,0.23826,-0.32161,,
455.9,0.24562,-0.31483,,
456.0,0.25234,-0.30871,,
456.1,0.25691,-0.30359,,
456.2,0.26067,-0.29915,,
456.3,0.26439,-0.29506,,
456.4,0.26849,-0.29056,,
456.5,0.27316,-0.28540,,
456.6,0.27979,-0.27903,,
456.7,0.28700,-0.27136,,
456.8,0.29599,-0.26212,,
456.9,0.30727,-0.25180,,
457.0,0.31964,-0.24088,,
457.1,0.33039,-0.23041,,
457.2,0.34017,-0.22103,,
457.3,0.34807,-0.21324,,
457.4,0.35374,-0.20664,,
457.5,0.35848,-0.20069,,
457.6,0.36436,-0.19475,,
457.7,0.37110,-0.18847,,
457.8,0.37782,-0.18178,,
457.9,0.38471,-0.17492,,
458.0,0.39187,-0.16811,,
458.1,0.39866,-0.16160,,
458.2,0.40478,-0.15549,,
458.3,0.41009,-0.14981,,
458.4,0.41527,-0.14464,,
458.5,0.42066,-0.14012,,
458.6,0.42447,-0.13616,,
458.7,0.42650,-0.13288,,
458.8,0.43008,-0.12976,,
458.9,0.43291,-0.12705,,
459.0,0.43581,-0.12442,,
459.1,0.43789,-0.12246,,
459.2,0.43937,-0.12099,,
459.3,0.43978,-0.12019,,
459.4,0.44025,-0.12133,,
459.5,0.43808,-0.12426,,
459.6,0.43269,-0.12966,,
459.7,0.42397,-0.13764,,
459.8,0.41278,-0.14775,,
459.9,0.40108,-0.15882,,
460.0,0.38862,-0.16982,,
460.1,0.37798,-0.17956,,
460.2,0.37039,-0.18714,,
460.3,0.36500,-0.19203,,
460.4,0.36316,-0.19482,,
460.5,0.36467,-0.19381,,
460.6,0.36722,-0.19166,,
460.7,0.37081,-0.18813,,
460.8,0.37536,-0.18366,,
460.9,0.38077,-0.17824,,
461.0,0.38692,-0.17203,,
461.1,0.39435,-0.16495,,
461.2,0.40193,-0.15704,,
461.3,0.41038,-0.14824,,
461.4,0.42068,-0.13861,,
461.5,0.43123,-0.12845,,
461.6,0.44183,-0.11796,,
461.7,0.45235,-0.10748,,
461.8,0.46275,-0.09732,,
461.9,0.47301,-0.08805,,
462.0,0.48179,-0.08014,,
462.1,0.48718,-0.07429,,
462.2,0.49103,-0.07040,,
462.3,0.49247,-0.06838,,
462.4,0.49251,-0.06741,,
462.5,0.49247,-0.06752,,
462.6,0.49240,-0.06811,,
462.7,0.49099,-0.06941,,
462.8,0.48898,-0.07154,,
462.9,0.48613,-0.07472,,
463.0,0.48172,-0.07923,,
463.1,0.47614,-0.08511,,
463.2,0.46836,-0.09283,,
463.3,0.45930,-0.10219,,
463.4,0.44757,-0.11319,,
463.5,0.43459,-0.12493,,
463.6,0.42188,-0.13644,,
463.7,0.41090,-0.14634,,
463.8,0.40294,-0.15378,,
463.9,0.39917,-0.15815,,
464.0,0.39792,-0.16033,,
464.1,0.39943,-0.15803,,
464.2,0.40430,-0.15447,,
464.3,0.40997,-0.14958,,
464.4,0.41567,-0.14409,,
464.5,0.42163,-0.13867,,
464.6,0.42666,-0.13379,,
464.7,0.43084,-0.12942,,
464.8,0.43425,-0.12531,,
464.9,0.43769,-0.12097,,
465.0,0.44287,-0.11582,,
465.1,0.44929,-0.10949,,
465.2,0.45656,-0.10200,,
465.3,0.46577,-0.09332,,
465.4,0.47535,-0.08362,,
465.5,0.48578,-0.07231,,
465.6,0.49789,-0.05918,,
465.7,0.51400,-0.04359,,
465.8,0.53243,-0.02571,,
465.9,0.55277,-0.00567,,
466.0,0.57465,0.01618,,
466.1,0.59778,0.03975,,
466.2,0.62323,0.06509,,
466.3,0.65073,0.09210,,
466.4,0.67936,0.12059,,
466.5,0.70917,0.15005,,
466.6,0.74014,0.17990,,
466.7,0.77016,0.20925,,
466.8,0.79886,0.23767,,
466.9,0.82544,0.26476,,
467.0,0.85098,0.29053,,
467.1,0.87611,0.31517,,
467.2,0.89922,0.33877,,
467.3,0.92159,0.36166,,
467.4,0.94392,0.38419,,
467.5,0.96598,0.40700,,
467.6,0.98894,0.43053,,
467.7,1.01404,0.45475,,
467.8,1.03983,0.47937,,
467.9,1.06413,0.50353,,
468.0,1.08788,0.52672,,
468.1,1.10964,0.54839,,
468.2,1.12943,0.56880,,
468.3,1.14808,0.58817,,
468.4,1.16677,0.60747,,
468.5,1.18545,0.62723,,
468.6,1.20676,0.64812,,
468.7,1.22928,0.67023,,
468.8,1.25216,0.69327,,
468.9,1.27689,0.71705,,
469.0,1.30085,0.74083,,
469.1,1.32466,0.76434,,
469.2,1.34801,0.78692,,
469.3,1.36945,0.80826,,
469.4,1.38899,0.82828,,
469.5,1.40743,0.84728,,
469.6,1.42529,0.86579,,
469.7,1.44354,0.88449,,
469.8,1.46268,0.90360,,
469.9,1.48291,0.92354,,
470.0,1.50293,0.94438,,
470.1,1.52472,0.96662,,
470.2,1.54853,0.99078,,
470.3,1.57437,1.01732,,
470.4,1.60406,1.04654,,
470.5,1.63634,1.07841,,
470.6,1.67034,1.11282,,
470.7,1.70744,1.14999,,
470.8,1.74685,1.19026,,
470.9,1.78997,1.23493,,
471.0,1.83857,1.28502,,
471.1,1.89522,1.34169,,
471.2,1.95939,1.40488,,
471.3,2.03025,1.47418,,
471.4,2.10490,1.54817,,
471.5,2.18350,1.62587,,
471.6,2.26453,1.70582,,
471.7,2.34699,1.78752,,
471.8,2.42893,1.87014,,
471.9,2.51264,1.95381,,
472.0,2.59725,2.03855,,
472.1,2.68288,2.12461,,
472.2,2.77083,2.21204,,
472.3,2.85967,2.30097,,
472.4,2.94923,2.39137,,
472.5,3.04198,2.48324,,
472.6,3.13575,2.57580,,
472.7,3.22929,2.66793,,
472.8,3.32127,2.75841,,
472.9,3.40848,2.84623,,
473.0,3.49282,2.93152,,
473.1,3.57552,3.01451,,
473.2,3.65669,3.09626,,
473.3,3.73651,3.17754,,
473.4,3.81781,3.25923,,
473.5,3.90067,3.34200,,
473.6,3.98438,3.42614,,
473.7,4.07046,3.51146,,
473.8,4.15759,3.59735,,
473.9,4.24366,3.68291,,
474.0,4.32893,3.76721,,
474.1,4.41163,3.84930,,
474.2,4.49098,3.92885,,
474.3,4.56748,4.00584,,
474.4,4.64158,4.08079,,
474.5,4.71437,4.15454,,
474.6,4.78719,4.22799,,
474.7,4.86074,4.30174,,
474.8,4.93536,4.37618,,
474.9,5.01048,4.45085,,
475.0,5.08644,4.52522,,
